:ID,name,:LABEL
UBERON:0001911,mammary gland,Anatomy
UBERON:0001914,colostrum,Anatomy
UBERON:0001968,semen,Anatomy
UBERON:0001969,blood plasma,Anatomy
UBERON:0001970,bile,Anatomy
UBERON:0001971,gastric juice,Anatomy
UBERON:0001980,arteriole,Anatomy
UBERON:0001981,blood vessel,Anatomy
UBERON:0001985,corneal endothelium,Anatomy
UBERON:0001986,endothelium,Anatomy
UBERON:0001988,feces,Anatomy
UBERON:0001989,superior cervical ganglion,Anatomy
UBERON:0002005,enteric nervous system,Anatomy
UBERON:0002010,celiac nerve plexus,Anatomy
UBERON:0002012,pulmonary artery,Anatomy
UBERON:0002016,pulmonary vein,Anatomy
UBERON:0002017,portal vein,Anatomy
UBERON:0002018,synovial membrane of synovial joint,Anatomy
UBERON:0002019,accessory XI nerve,Anatomy
UBERON:0002028,hindbrain,Anatomy
UBERON:0002030,nipple,Anatomy
UBERON:0002037,cerebellum,Anatomy
UBERON:0002040,bronchial artery,Anatomy
UBERON:0002046,thyroid gland,Anatomy
UBERON:0002048,lung,Anatomy
UBERON:0002053,zona glomerulosa of adrenal gland,Anatomy
UBERON:0002054,zona fasciculata of adrenal gland,Anatomy
UBERON:0002055,zona reticularis of adrenal gland,Anatomy
UBERON:0002060,femoral artery,Anatomy
UBERON:0002061,truncus arteriosus,Anatomy
UBERON:0002066,umbilical vein,Anatomy
UBERON:0002067,dermis,Anatomy
UBERON:0002073,hair follicle,Anatomy
UBERON:0002081,cardiac atrium,Anatomy
UBERON:0002082,cardiac ventricle,Anatomy
UBERON:0002097,skin of body,Anatomy
UBERON:0002099,cardiac septum,Anatomy
UBERON:0002102,forelimb,Anatomy
UBERON:0002103,hindlimb,Anatomy
UBERON:0002107,liver,Anatomy
UBERON:0002110,gall bladder,Anatomy
UBERON:0002113,kidney,Anatomy
UBERON:0002129,cerebellar cortex,Anatomy
UBERON:0002130,cerebellar nuclear complex,Anatomy
UBERON:0002134,tricuspid valve,Anatomy
UBERON:0002135,mitral valve,Anatomy
UBERON:0002137,aortic valve,Anatomy
UBERON:0002146,pulmonary valve,Anatomy
UBERON:0002148,locus ceruleus,Anatomy
UBERON:0002162,area postrema,Anatomy
UBERON:0002165,endocardium,Anatomy
UBERON:0002185,bronchus,Anatomy
UBERON:0002204,musculoskeletal system,Anatomy
UBERON:0002205,manubrium of sternum,Anatomy
UBERON:0002223,endolymphatic sac,Anatomy
UBERON:0002226,basilar membrane of cochlea,Anatomy
UBERON:0002228,rib,Anatomy
UBERON:0002240,spinal cord,Anatomy
UBERON:0002250,popliteal artery,Anatomy
UBERON:0002275,reticular formation,Anatomy
UBERON:0002279,vestibular aqueduct,Anatomy
UBERON:0002282,stria vascularis of cochlear duct,Anatomy
UBERON:0002285,telencephalic ventricle,Anatomy
UBERON:0002286,third ventricle,Anatomy
UBERON:0002294,biliary system,Anatomy
UBERON:0002297,cerumen,Anatomy
UBERON:0002298,brainstem,Anatomy
UBERON:0002299,alveolus of lung,Anatomy
UBERON:0002303,juxtaglomerular apparatus,Anatomy
UBERON:0002347,thoracic vertebra,Anatomy
UBERON:0002349,myocardium,Anatomy
UBERON:0002351,sinoatrial node,Anatomy
UBERON:0002352,atrioventricular node,Anatomy
UBERON:0002353,atrioventricular bundle,Anatomy
UBERON:0002354,purkinje fiber,Anatomy
UBERON:0002356,perineum,Anatomy
UBERON:0002360,meninx,Anatomy
UBERON:0002361,pia mater,Anatomy
UBERON:0002362,arachnoid mater,Anatomy
UBERON:0002363,dura mater,Anatomy
UBERON:0002365,exocrine gland,Anatomy
UBERON:0002366,bulbo-urethral gland,Anatomy
UBERON:0002367,prostate gland,Anatomy
UBERON:0002368,endocrine gland,Anatomy
UBERON:0002369,adrenal gland,Anatomy
UBERON:0002371,bone marrow,Anatomy
UBERON:0002377,muscle of neck,Anatomy
UBERON:0002378,muscle of abdomen,Anatomy
UBERON:0002382,rectus abdominis muscle,Anatomy
UBERON:0002384,connective tissue,Anatomy
UBERON:0002385,muscle tissue,Anatomy
UBERON:0002386,forelimb zeugopod,Anatomy
UBERON:0002387,pes,Anatomy
UBERON:0002389,manual digit,Anatomy
UBERON:0002390,hematopoietic system,Anatomy
UBERON:0002392,nasolacrimal duct,Anatomy
UBERON:0002394,bile duct,Anatomy
UBERON:0002397,maxilla,Anatomy
UBERON:0002398,manus,Anatomy
UBERON:0002405,immune system,Anatomy
UBERON:0002407,pericardium,Anatomy
UBERON:0002410,autonomic nervous system,Anatomy
UBERON:0002411,clitoris,Anatomy
UBERON:0002413,cervical vertebra,Anatomy
UBERON:0002414,lumbar vertebra,Anatomy
UBERON:0002418,cartilage tissue,Anatomy
UBERON:0002422,fourth ventricle,Anatomy
UBERON:0002439,myenteric nerve plexus,Anatomy
UBERON:0002441,cervicothoracic ganglion,Anatomy
UBERON:0002450,decidua,Anatomy
UBERON:0002453,ethmoid sinus,Anatomy
UBERON:0002466,intestine secretion,Anatomy
UBERON:0002481,bone tissue,Anatomy
UBERON:0002486,glottis,Anatomy
UBERON:0002494,papillary muscle of heart,Anatomy
UBERON:0002497,acromion,Anatomy
UBERON:0002500,zygomatic arch,Anatomy
UBERON:0002501,oval window,Anatomy
UBERON:0002502,round window of inner ear,Anatomy
UBERON:0002512,corpus luteum,Anatomy
UBERON:0002515,periosteum,Anatomy
UBERON:0002516,epiphyseal plate,Anatomy
UBERON:0002517,basicranium,Anatomy
UBERON:0002518,otolith organ,Anatomy
UBERON:0002519,otolithic part of statoconial membrane,Anatomy
UBERON:0002521,elastic tissue,Anatomy
UBERON:0002522,tunica media,Anatomy
UBERON:0002523,tunica intima,Anatomy
UBERON:0002606,neuropil,Anatomy
UBERON:0002673,vestibular nuclear complex,Anatomy
UBERON:0002707,corticospinal tract,Anatomy
UBERON:0002741,diagonal band of Broca,Anatomy
UBERON:0002925,trigeminal nucleus,Anatomy
UBERON:0002944,spinothalamic tract of medulla,Anatomy
UBERON:0003092,ultimobranchial body,Anatomy
UBERON:0003126,trachea,Anatomy
UBERON:0003129,skull,Anatomy
UBERON:0003216,hard palate,Anatomy
UBERON:0003685,cranial suture,Anatomy
UBERON:0003889,fallopian tube,Anatomy
UBERON:0004288,skeleton,Anatomy
UBERON:0004452,carpal region,Anatomy
UBERON:0004535,cardiovascular system,Anatomy
UBERON:0004727,cochlear nerve,Anatomy
UBERON:0004769,diaphysis,Anatomy
UBERON:0006849,scapula,Anatomy
GO:0000002,mitochondrial genome maintenance,Biological Process
GO:0000012,single strand break repair,Biological Process
GO:0000018,regulation of DNA recombination,Biological Process
GO:0000019,regulation of mitotic recombination,Biological Process
GO:0000022,mitotic spindle elongation,Biological Process
GO:0000023,maltose metabolic process,Biological Process
GO:0000027,ribosomal large subunit assembly,Biological Process
GO:0000028,ribosomal small subunit assembly,Biological Process
GO:0000032,cell wall mannoprotein biosynthetic process,Biological Process
GO:0000038,very long-chain fatty acid metabolic process,Biological Process
GO:0000041,transition metal ion transport,Biological Process
GO:0000042,protein targeting to Golgi,Biological Process
GO:0000045,autophagosome assembly,Biological Process
GO:0000050,urea cycle,Biological Process
GO:0000052,citrulline metabolic process,Biological Process
GO:0000054,ribosomal subunit export from nucleus,Biological Process
GO:0000055,ribosomal large subunit export from nucleus,Biological Process
GO:0000056,ribosomal small subunit export from nucleus,Biological Process
GO:0000059,"protein import into nucleus, docking",Biological Process
GO:0000060,"protein import into nucleus, translocation",Biological Process
GO:0000070,mitotic sister chromatid segregation,Biological Process
GO:0000075,cell cycle checkpoint,Biological Process
GO:0000076,DNA replication checkpoint,Biological Process
GO:0000077,DNA damage checkpoint,Biological Process
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,Biological Process
GO:0000082,G1/S transition of mitotic cell cycle,Biological Process
GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,Biological Process
GO:0000086,G2/M transition of mitotic cell cycle,Biological Process
GO:0000096,sulfur amino acid metabolic process,Biological Process
GO:0000097,sulfur amino acid biosynthetic process,Biological Process
GO:0000098,sulfur amino acid catabolic process,Biological Process
GO:0000101,sulfur amino acid transport,Biological Process
GO:0000103,sulfate assimilation,Biological Process
GO:0000105,histidine biosynthetic process,Biological Process
GO:0000122,negative regulation of transcription from RNA polymerase II promoter,Biological Process
GO:0000132,establishment of mitotic spindle orientation,Biological Process
GO:0000154,rRNA modification,Biological Process
GO:0000160,phosphorelay signal transduction system,Biological Process
GO:0000165,MAPK cascade,Biological Process
GO:0000183,chromatin silencing at rDNA,Biological Process
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",Biological Process
GO:0000185,activation of MAPKKK activity,Biological Process
GO:0000186,activation of MAPKK activity,Biological Process
GO:0000187,activation of MAPK activity,Biological Process
GO:0000188,inactivation of MAPK activity,Biological Process
GO:0000189,MAPK import into nucleus,Biological Process
GO:0000209,protein polyubiquitination,Biological Process
GO:0000212,meiotic spindle organization,Biological Process
GO:0000226,microtubule cytoskeleton organization,Biological Process
GO:0000244,spliceosomal tri-snRNP complex assembly,Biological Process
GO:0000245,spliceosomal complex assembly,Biological Process
GO:0000255,allantoin metabolic process,Biological Process
GO:0000266,mitochondrial fission,Biological Process
GO:0000270,peptidoglycan metabolic process,Biological Process
GO:0000271,polysaccharide biosynthetic process,Biological Process
GO:0000272,polysaccharide catabolic process,Biological Process
GO:0000278,mitotic cell cycle,Biological Process
GO:0000280,nuclear division,Biological Process
GO:0000281,mitotic cytokinesis,Biological Process
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",Biological Process
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,Biological Process
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,Biological Process
GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic",Biological Process
GO:0000294,"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay",Biological Process
GO:0000301,"retrograde transport, vesicle recycling within Golgi",Biological Process
GO:0000302,response to reactive oxygen species,Biological Process
GO:0000303,response to superoxide,Biological Process
GO:0000305,response to oxygen radical,Biological Process
GO:0000320,re-entry into mitotic cell cycle,Biological Process
GO:0000338,protein deneddylation,Biological Process
GO:0000350,generation of catalytic spliceosome for second transesterification step,Biological Process
GO:0000354,cis assembly of pre-catalytic spliceosome,Biological Process
GO:0000375,"RNA splicing, via transesterification reactions",Biological Process
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",Biological Process
GO:0000379,tRNA-type intron splice site recognition and cleavage,Biological Process
GO:0000380,"alternative mRNA splicing, via spliceosome",Biological Process
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",Biological Process
GO:0000387,spliceosomal snRNP assembly,Biological Process
GO:0000389,mRNA 3'-splice site recognition,Biological Process
GO:0000393,spliceosomal conformational changes to generate catalytic conformation,Biological Process
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",Biological Process
GO:0000395,mRNA 5'-splice site recognition,Biological Process
GO:0000398,"mRNA splicing, via spliceosome",Biological Process
GO:0000413,protein peptidyl-prolyl isomerization,Biological Process
GO:0000414,regulation of histone H3-K36 methylation,Biological Process
GO:0000422,mitophagy,Biological Process
GO:0000423,macromitophagy,Biological Process
GO:0000429,carbon catabolite regulation of transcription from RNA polymerase II promoter,Biological Process
GO:0000430,regulation of transcription from RNA polymerase II promoter by glucose,Biological Process
GO:0000432,positive regulation of transcription from RNA polymerase II promoter by glucose,Biological Process
GO:0000436,carbon catabolite activation of transcription from RNA polymerase II promoter,Biological Process
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000451,rRNA 2'-O-methylation,Biological Process
GO:0000453,enzyme-directed rRNA 2'-O-methylation,Biological Process
GO:0000459,exonucleolytic trimming involved in rRNA processing,Biological Process
GO:0000460,maturation of 5.8S rRNA,Biological Process
GO:0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000469,cleavage involved in rRNA processing,Biological Process
GO:0000470,maturation of LSU-rRNA,Biological Process
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000478,endonucleolytic cleavage involved in rRNA processing,Biological Process
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological Process
GO:0000491,small nucleolar ribonucleoprotein complex assembly,Biological Process
GO:0000492,box C/D snoRNP assembly,Biological Process
GO:0000578,embryonic axis specification,Biological Process
GO:0000707,meiotic DNA recombinase assembly,Biological Process
GO:0000711,meiotic DNA repair synthesis,Biological Process
GO:0000712,resolution of meiotic recombination intermediates,Biological Process
GO:0000715,"nucleotide-excision repair, DNA damage recognition",Biological Process
GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,Biological Process
GO:0000722,telomere maintenance via recombination,Biological Process
GO:0000723,telomere maintenance,Biological Process
GO:0000724,double-strand break repair via homologous recombination,Biological Process
GO:0000725,recombinational repair,Biological Process
GO:0000726,non-recombinational repair,Biological Process
GO:0000727,double-strand break repair via break-induced replication,Biological Process
GO:0000729,DNA double-strand break processing,Biological Process
GO:0000730,DNA recombinase assembly,Biological Process
GO:0000731,DNA synthesis involved in DNA repair,Biological Process
GO:0000733,DNA strand renaturation,Biological Process
GO:0000737,"DNA catabolic process, endonucleolytic",Biological Process
GO:0000738,"DNA catabolic process, exonucleolytic",Biological Process
GO:0000768,syncytium formation by plasma membrane fusion,Biological Process
GO:0000819,sister chromatid segregation,Biological Process
GO:0000820,regulation of glutamine family amino acid metabolic process,Biological Process
GO:0000821,regulation of arginine metabolic process,Biological Process
GO:0000904,cell morphogenesis involved in differentiation,Biological Process
GO:0000910,cytokinesis,Biological Process
GO:0000917,barrier septum assembly,Biological Process
GO:0000920,cell separation after cytokinesis,Biological Process
GO:0000956,nuclear-transcribed mRNA catabolic process,Biological Process
GO:0000957,mitochondrial RNA catabolic process,Biological Process
GO:0000958,mitochondrial mRNA catabolic process,Biological Process
GO:0000959,mitochondrial RNA metabolic process,Biological Process
GO:0000960,regulation of mitochondrial RNA catabolic process,Biological Process
GO:0000961,negative regulation of mitochondrial RNA catabolic process,Biological Process
GO:0000962,positive regulation of mitochondrial RNA catabolic process,Biological Process
GO:0000963,mitochondrial RNA processing,Biological Process
GO:0000964,mitochondrial RNA 5'-end processing,Biological Process
GO:0000965,mitochondrial RNA 3'-end processing,Biological Process
GO:0000966,RNA 5'-end processing,Biological Process
GO:0000967,rRNA 5'-end processing,Biological Process
GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,Biological Process
GO:0000973,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery,Biological Process
GO:0001101,response to acid chemical,Biological Process
GO:0001172,"transcription, RNA-templated",Biological Process
GO:0001180,transcription initiation from RNA polymerase I promoter for nuclear large rRNA transcript,Biological Process
GO:0001188,RNA polymerase I transcriptional preinitiation complex assembly,Biological Process
GO:0001189,RNA polymerase I transcriptional preinitiation complex assembly at the promoter for the nuclear large rRNA transcript,Biological Process
GO:0001300,chronological cell aging,Biological Process
GO:0001302,replicative cell aging,Biological Process
GO:0001306,age-dependent response to oxidative stress,Biological Process
GO:0001501,skeletal system development,Biological Process
GO:0001502,cartilage condensation,Biological Process
GO:0001503,ossification,Biological Process
GO:0001504,neurotransmitter uptake,Biological Process
GO:0001505,regulation of neurotransmitter levels,Biological Process
GO:0001507,acetylcholine catabolic process in synaptic cleft,Biological Process
GO:0001508,action potential,Biological Process
GO:0001510,RNA methylation,Biological Process
